"full_name","url","description","中文描述","项目分类","项目评价","相关性等级","相关性评分","相关性理由","language","stars","forks","archived","created_at","updated_at","pushed_at","topics"
"cpunj/Gov_hack","https://github.com/cpunj/Gov_hack","Vault Tas is an app produced by Inter-Tas. This app can provide opportunities to tourism and local business. Tasmania is a state that rich in history, there are historical sites nearly everywhere around Tasmania. People can miss a lot of stuff while on their trip to Tasmania. This is where our app comes into play, this app will use the user’s location and inform them if there’s any heritage site near them by using heritage data stored in datasets. This will be a great help to the tourists as well as government to promote tourism across Tasmania. QR codes can be set across Tasmania near all historic sites in Tasmania through which Tasmanian history can be viewed using advanced phones AR technology or VR as well if you really want to immerse yourselves into the history of Tasmania. People can also take pictures in the AR environment (such as historical buildings, etc.) , this will make tourism very enjoyable while visiting and engage. All Tasmanian important events such as Dark Mofo can also be viewed using this app in AR and VR. It will create excitement among people in joining the event whenever it occurs.Scanning these QR codes will store all historical information in the app’s database of the user which user can use to study more about Tasmania history. Historians will have great benefit using this app. Moreover, this app will also support rewards system by using which users will be able to get discounts at historic sites salamanca market, Port Arthur, local restaurants etc. This will help in promoting Tasmania across Tourists which will increase commercial businesses revenue as well. ","来自 Project Gutenberg 的塔斯马尼亚历史/旅行文本项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","","0","2","False","2020-08-15T05:30:03Z","2020-08-16T01:54:43Z","2020-08-16T01:54:42Z",""
"A-J-Morris/Blakes-Opening-UAV-Data-Applications","https://github.com/A-J-Morris/Blakes-Opening-UAV-Data-Applications","This repository contains several individual python scripts that address particular tasks that make use of GPS data retrieved from UAV flights over Blakes Opening in Tasmania. ","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 描述信息较少或主题较边缘，可放在后面查看。","低","1","可以确认有塔州关联，但项目主题较泛或描述信息有限。","Python","0","0","False","2022-12-05T02:38:41Z","2023-02-08T23:35:24Z","2022-12-05T03:02:50Z",""
"NordicFlame/SimpleEcho","https://github.com/NordicFlame/SimpleEcho","Learning Socket and multi-threading programming using Java by creating a simple server client program during my ""Big Data and Cloud Computing"" unit at University of Tasmania.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","Java","0","0","False","2020-08-18T12:26:53Z","2021-02-16T03:57:05Z","2020-08-18T12:45:16Z",""
"botheredbybees/huon-channel-marine-analytics","https://github.com/botheredbybees/huon-channel-marine-analytics","Marine ecology and climate analytics for the Huon Estuary and D'Entrecasteaux Channel (SE Tasmania), focusing on water quality, benthic habitats, and aquaculture interactions using a TimescaleDB/PostGIS backend","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Python","1","0","False","2025-12-19T04:33:24Z","2026-04-08T00:54:43Z","2026-04-08T00:54:35Z",""
"kurankat/tasmapper","https://github.com/kurankat/tasmapper","Mapping library in Go to create SVG maps of Herbarium specimens in Tasmania. Includes King Island but not islands north of the Furneaux Group (Kent Group, Rodondo Island, etc)","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Go","0","0","False","2021-11-01T00:35:58Z","2021-11-26T05:35:03Z","2024-03-05T03:32:37Z",""
"gopaladhikari/travel-with-a-cause","https://github.com/gopaladhikari/travel-with-a-cause","Travel with a Cause, the not-for-profit agency in Hobart, Tasmania making a difference through travel. Our mission is to save the environment by promoting sustainable tourism practices.","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","旅游/地方体验","适合了解塔州旅行、目的地、路线、活动或地方体验类应用。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","JavaScript","0","0","False","2023-01-19T05:27:02Z","2024-06-23T10:28:17Z","2023-01-23T11:40:55Z",""
"GetBack2Basics/TripCrafter","https://github.com/GetBack2Basics/TripCrafter","TripCrafter is a modern travel itinerary planner for Tasmania and beyond. It features a dynamic Discover pane with local images, AI-powered trip import, interactive maps, and seamless itinerary management.","塔斯马尼亚旅游、住宿、行程或目的地展示项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","JavaScript","1","0","False","2025-08-21T01:17:11Z","2026-01-30T22:56:37Z","2025-12-14T03:53:53Z","ai;map;travel;travel-app"
"NordicFlame/SuperCubicleAdventures","https://github.com/NordicFlame/SuperCubicleAdventures","Game designed and created by a team for an Game development unit at University of Tasmania. Game was created using Unity, C# and blender and is a Top-Down golfing game.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","ShaderLab","0","0","False","2020-08-17T00:05:49Z","2021-02-16T03:48:12Z","2021-02-16T01:23:35Z",""
"jrcrisford/skybound-ascension-prototype","https://github.com/jrcrisford/skybound-ascension-prototype","A vertical platformer developed in Unity for KIT109 Games Fundamentals at the University of Tasmania. Skybound Ascension features handcrafted levels, retro pixel art, and precision platforming inspired by classics like Jump King and Celeste.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","ShaderLab","0","0","False","2025-06-15T11:24:38Z","2025-06-16T09:12:48Z","2025-06-15T11:44:24Z",""
"jrcrisford/programming-portfolio-kit107","https://github.com/jrcrisford/programming-portfolio-kit107","A portfolio of programming assignments completed for KIT107 Programming at the University of Tasmania. This repository includes C programs and Java applications that demonstrate foundational skills in algorithm design, procedural programming, and object-oriented concepts.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","C","0","0","False","2025-06-15T11:03:58Z","2025-06-15T11:20:23Z","2025-06-15T11:19:22Z",""
"PT9301/Australian-Mountain-Peaks-KML","https://github.com/PT9301/Australian-Mountain-Peaks-KML","A .kml file made in Google Earth of Australia's mountain peaks. Information sourced from Queensland's QTopo, New South Wales' SIXMaps, Tasmania's LISTMap and Victoria's LASSI (with some VIC peak info from other sources)","塔斯马尼亚相关地图、GIS、空间数据或地理可视化项目。","地图/GIS/空间数据","适合作为塔州地图、地理边界、空间可视化或位置数据线索。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","R","0","0","False","2018-03-31T10:38:20Z","2018-04-03T07:32:59Z","2018-04-03T07:32:58Z",""
"cjabradshaw/devilpopmodel","https://github.com/cjabradshaw/devilpopmodel","Population model for Tasmanian devils","围绕塔斯马尼亚袋獾、袋獾面部肿瘤病或相关生态建模/识别的项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","MATLAB","0","0","False","2021-02-16T09:50:36Z","2021-11-16T13:50:00Z","2021-11-16T13:49:57Z","cohort-based-model;dasyurid;dasyuridae;devil-facial-tumour-disease;disease;marsupial;matrix-model;population-model;scarcophilus-harrissii;tasmania;tasmanian-devil"
"BrendanGasparin/gardening-2011","https://github.com/BrendanGasparin/gardening-2011","A website I made in 2011 for the University of Tasmania about organic gardening. I no longer stand by organic food being more nutritious than other food, but nevertheless want to publish the website unchanged, as it formerly existed.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","HTML","0","0","False","2022-01-11T14:14:15Z","2022-01-11T14:36:24Z","2022-01-11T14:38:25Z",""
"danielmuar/EO_GEOM7001_PROJECT","https://github.com/danielmuar/EO_GEOM7001_PROJECT","Earth Observation course Project: The main objective of this project is to compare the performance of a random forest classifier under two different arrangements of training data to detect deforestation events in Styx, Tasmania, by doing a binary classification strategy (deforestation, no-deforestation)","使用卫星影像/深度学习检测塔斯马尼亚森林砍伐的项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","4","项目内容与塔州研究、数据或公共信息高度相关。","Jupyter Notebook","0","1","False","2024-10-25T00:45:47Z","2024-10-25T01:57:59Z","2024-10-25T01:57:55Z",""
"NAJMUL-DBN/KIT500","https://github.com/NAJMUL-DBN/KIT500","Welcome to the KIT500 repository! This repository houses Python code and projects developed as part of my coursework at the University of Tasmania (UTAS) for the KIT500 module. Here, you'll find a variety of scripts and programs demonstrating concepts and assignments from the course.","塔斯马尼亚大学课程、学生项目、作业或研究代码。","UTAS/教育/课程","适合了解塔斯马尼亚大学相关课程、模板、学生项目或研究代码。 可作为第二梯队资料查看。","中","3","与塔斯马尼亚大学相关，若关注本地教育/研究网络有参考价值。","Python","0","0","False","2024-08-14T00:23:39Z","2024-10-24T06:07:36Z","2024-08-14T00:31:33Z",""
"maxfire2008/metrotas-cancellations-history","https://github.com/maxfire2008/metrotas-cancellations-history","A list of cancellation notifications from metro tasmania (https://www.metrotas.com.au/alerts/). Stay tuned for an service to alert you for cancelled buses (email me@maxstuff.net to sign up for a notification). Check both the branches merged and latest.","Metro Tasmania 公交准点、取消或运营信息数据项目。","政府/公共服务/开放数据","适合追踪塔州公共数据、政府服务、交通、消防、能源或地方议会信息。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","HTML","0","0","False","2023-08-25T09:46:55Z","2023-08-26T01:18:09Z","2023-09-25T15:00:20Z",""
"tassiemortgage/https-tassiemortgagebrokers.com.au-","https://github.com/tassiemortgage/https-tassiemortgagebrokers.com.au-","you are looking for first home loans, you need to know about home loans interests and local Providers. And that Home Loan suits your needs or not.Tassie Home Loans available in Sorell, Bridgewater, Glenorchy, Huonville, Cambridge, New Norfolk, Brighton, Tasmania, Hobart, Richmond, Huonville, Cambridge etc.","塔斯马尼亚房地产、房价、贷款或地产展示相关项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","","0","0","False","2020-01-14T07:13:05Z","2020-01-14T07:13:09Z","2020-01-14T07:13:07Z",""
"Racheloise/climatic-benthic-chronicles","https://github.com/Racheloise/climatic-benthic-chronicles","This repository focuses on the impacts of climate change on temperate deep reef sessile communities in southern Tasmania. Using AI-assisted marine imagery analysis, we explore changes in benthic invertebrate abundance and size distribution and highlights vulnerabilities and underscores the need for monitoring to inform conservation strategies.","塔斯马尼亚保护优先级、保护规划或生态保护相关项目。","生态/气候/物种研究","适合关注塔州生态、气候、海洋、森林或本土物种研究。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","","0","0","False","2024-10-27T21:35:37Z","2024-10-27T21:48:02Z","2024-10-27T21:47:59Z",""
"ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis","https://github.com/ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis","I utilized Power BI and MS excel to bring insights into MIC's Business Resilience Program(BRP) which aims to support small businesses during COVID pandemic in states: Victoria, South Australia and Tasmania. BRP is an initiative by MIC in collaboration with the Australian Small Business Advisory Services (ASBAS) digital solutions.","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","","0","0","False","2021-07-14T04:11:59Z","2022-04-10T02:30:12Z","2021-07-14T04:19:52Z","dataanalytics;dax;powerbi;powerquerym"
"mohmmadAK/SIT305","https://github.com/mohmmadAK/SIT305","This game is an adventure, set in Port Arthur, Tasmania in the 1900s where the dead criminal prisoners have begun to rise from the town’s cemetary! The objective of the game is for the user to make the dead return from where they came from.  The user will have to undertake multiple quests of different levels and accumulate points for different statistics which will determine their overall strength and intelligence.   User will have equipments and accessories at their disposal to fight these dead uprisers and defeat them. There are different levels of difficulty and skills required to defeat the ghosts who plan on overwhelming and scaring the town in large numbers if they are not defeated and sent back to their grave.","与塔斯马尼亚有关的资料、应用或网站项目；原始描述较简略，建议打开 README 进一步确认。","其他 Tasmania 相关","与 Tasmania 有一定关系，建议结合 README 再判断具体价值。 相关性高，建议优先打开核查。","高","5","主题直接指向塔斯马尼亚地点、机构、数据或物种，优先查看。","Java","0","0","False","2018-03-28T04:31:50Z","2018-05-18T13:30:13Z","2018-05-18T13:30:12Z",""
"pricesremovals/Interstate-Removalists-Movers","https://github.com/pricesremovals/Interstate-Removalists-Movers","Find Moving Boxes Prices in South East Queensland When moving, it is vital to make sure your belongings are properly packed to ensure that they arrive at your new home safely. While it might seem okay to use whatever moving boxes you have lying around, you’re actually putting delicate items at risk.  Old boxes might not be as sturdy as they once were, causing your items to fall out. And boxes that aren’t the right size for your items could lead them to rattle around and break. Whatever the case, there is a lot that can go wrong when using old boxes.  Instead of potentially ruining your prized possessions, you should consider buying moving boxes from Price’s Removals & Storage. All of our boxes are specially made to handle fragile items, like china, glass, books and clothing.  Keep Your Things Safe Whether you’re moving locally or across the country, you should make sure your items are secure. At Price’s Removals & Storage, we are committed to making sure your items arrive at your new home safely, which is why we use boxes that are designed to handle the stress of a move.  You have the option of using our boxes to pack your belongings yourself or letting us pack your things for you. Either way, you’ll have the peace of mind that your items are packed safely and correctly. See our list of available boxes below to figure out which dimensions will be right for you.  Contact Us Today If you’re getting ready for a move to or from Tasmania, contact Price’s Removals & Storage. We can provide you with the moving boxes you need to pack your belongings and send them safely to your new home. Call us on 1-800-030-200 to discuss any questions or concerns you may have. Our qualified team can’t wait to facilitate your move. ","塔斯马尼亚本地商业、生活服务或市场类项目。","本地商业/生活服务","适合了解塔州本地商业/生活服务案例，但一般不是核心技术项目。 可作为第二梯队资料查看。","中","2","与塔州本地服务或商业相关，但技术/数据价值通常较弱。","","0","0","False","2019-05-08T11:02:44Z","2019-05-08T11:02:44Z","2019-05-08T11:02:44Z",""
